short_name,long_name,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,power_shot_power,power_stamina,power_strength,mentality_vision,mentality_penalties,defending_standing_tackle,defending_sliding_tackle,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,mentality_interceptions,power_jumping,overall,player_tags,"resource player"
"O. Dembélé","Ousmane Dembélé",81,75,43,78,76,89,82,64,76,84,93,92,83,68,51,76,75,30,33,6,6,14,10,36,58,83,"#Speedster, #Dribbler",http://dbpedia.org/resource/Ousmane_Dembélé
"T. Strakosha","Thomas Strakosha",18,18,11,26,11,14,14,12,22,15,41,46,56,23,66,49,21,18,12,86,79,75,81,24,56,83,,http://dbpedia.org/resource/Thomas_Strakosha
"Pau López","Pau López Sabata",24,19,15,38,17,18,23,21,41,16,45,52,59,42,52,62,25,20,11,82,83,79,82,16,71,83,,http://dbpedia.org/resource/Pau_López
"S. Bergwijn","Steven Bergwijn",78,77,60,84,75,87,78,66,62,85,88,87,84,79,78,80,68,28,26,11,14,12,14,34,68,83,#Dribbler,http://dbpedia.org/resource/Steven_Bergwijn
"F. Mendy","Ferland Mendy",78,63,72,80,50,80,72,35,78,78,91,92,69,88,79,75,49,81,80,7,16,9,10,79,78,83,"#Speedster, #Engine",http://dbpedia.org/resource/Ferland_Mendy
"A. Hakimi","Achraf Hakimi Mouh",81,73,63,81,60,84,68,55,72,83,93,95,77,86,73,74,46,74,76,10,8,14,6,78,75,83,#Speedster,http://dbpedia.org/resource/Achraf_Hakimi
"A. Romagnoli","Alessio Romagnoli",36,30,78,75,28,68,36,24,71,76,68,72,64,71,79,45,34,86,82,9,14,12,8,86,79,83,#Tactician,http://dbpedia.org/resource/Alessio_Romagnoli
"D. Alli","Bamidele Alli",68,82,81,83,79,84,75,68,81,85,68,76,78,89,73,84,76,70,63,7,6,9,11,72,71,83,#Engine,http://dbpedia.org/resource/Dele_Alli
"D. van de Beek","Donny van de Beek",67,79,69,82,80,76,78,65,79,85,67,73,83,92,76,82,63,74,68,7,12,8,10,73,71,83,,http://dbpedia.org/resource/Donny_van_de_Beek
"D. Zakaria","Denis Lemi Zakaria Lako Lado",68,66,67,83,35,78,64,46,76,80,81,85,74,80,87,76,38,84,80,12,12,7,13,81,65,83,,http://dbpedia.org/resource/Denis_Zakaria
"Gabriel Jesus","Gabriel Fernando de Jesus",66,85,77,77,77,86,76,54,66,86,87,83,81,79,65,77,75,30,28,13,8,6,6,32,78,83,"#Dribbler, #Acrobat",http://dbpedia.org/resource/Gabriel_Jesus
"João Cancelo","João Pedro Cavaco Cancelo",83,58,68,81,62,85,82,69,75,84,87,85,80,89,60,78,46,80,80,6,9,15,14,76,72,83,,http://dbpedia.org/resource/João_Cancelo
"Nélson Semedo","Nélson Cabral Semedo",76,50,58,76,42,82,61,30,65,81,91,93,74,92,66,62,38,81,80,16,12,10,14,81,79,83,"#Speedster, #Acrobat",http://dbpedia.org/resource/Nélson_Semedo
"K. Casteels","Koen Casteels",15,15,14,35,13,14,20,13,37,23,44,46,60,44,72,42,20,19,17,83,80,80,83,16,58,83,,http://dbpedia.org/resource/Koen_Casteels
"A. Lopes","Anthony Lopes",19,18,16,32,13,15,15,14,31,21,63,64,56,36,73,48,16,15,13,85,80,74,80,25,82,83,,http://dbpedia.org/resource/Anthony_Lopes
"M. Sabitzer","Marcel Sabitzer",74,81,60,83,82,79,75,78,79,82,76,83,88,84,76,83,65,64,59,11,13,14,15,64,71,83,"#Distance Shooter",http://dbpedia.org/resource/Marcel_Sabitzer
"Diego Carlos","Diego Carlos Santos Silva",35,32,79,76,34,65,47,71,74,71,78,76,73,74,86,63,41,82,81,7,10,14,7,84,82,83,#Strength,"http://dbpedia.org/resource/Diego_Carlos_(footballer,_born_1993)"
"K. Manolas","Konstantinos Manolas",27,25,80,60,16,54,30,10,61,65,80,83,40,69,81,22,26,85,87,8,6,8,15,86,86,83,#Tactician,http://dbpedia.org/resource/Kostas_Manolas
"Juan Bernat","Juan Bernat Velasco",85,65,57,82,61,83,78,51,73,83,82,81,64,79,57,77,53,81,78,8,9,12,11,79,74,83,,http://dbpedia.org/resource/Juan_Bernat
"N. Fekir","Nabil Fekir",79,82,49,84,77,88,83,79,77,87,80,79,84,79,81,82,74,42,30,15,9,8,14,34,64,83,#Dribbler,http://dbpedia.org/resource/Nabil_Fekir
"João Moutinho","João Filipe Iria Santos Moutinho",85,73,70,87,76,82,84,81,86,86,60,53,77,77,58,87,70,74,68,13,15,15,13,72,71,83,#Playmaker,http://dbpedia.org/resource/João_Moutinho
"S. Mandanda","Steve Mandanda",14,13,13,46,13,19,13,12,36,27,53,43,59,31,61,55,11,15,13,81,81,78,81,23,74,83,,http://dbpedia.org/resource/Steve_Mandanda
"G. Higuaín","Gonzalo Gerardo Higuaín",68,87,77,75,85,80,74,62,60,83,62,67,86,57,82,75,70,22,18,5,12,7,5,20,78,83,"#Clinical Finisher",http://dbpedia.org/resource/Gonzalo_Higuaín
"Renato Augusto","Renato Soares de Oliveira Augusto",75,78,65,85,77,82,80,83,83,81,73,70,81,85,79,83,78,73,64,6,11,16,15,72,49,83,,http://dbpedia.org/resource/Renato_Augusto
"C. Vela","Carlos Alberto Vela Garrido",78,85,67,81,82,84,84,71,66,85,80,80,76,74,67,81,72,22,14,8,14,8,13,37,65,83,,http://dbpedia.org/resource/Carlos_Vela
"B. Matuidi","Blaise Matuidi",74,60,68,80,72,76,60,52,77,77,76,75,78,85,73,74,56,83,85,8,11,5,10,83,84,83,,http://dbpedia.org/resource/Blaise_Matuidi
"J. Vertonghen","Jan Bert Lieve Vertonghen",70,54,78,77,52,70,66,70,73,77,55,61,80,72,79,66,66,85,86,6,10,9,12,85,83,83,,http://dbpedia.org/resource/Jan_Vertonghen
"G. Bale","Gareth Frank Bale",87,81,84,80,85,80,90,87,79,83,86,89,90,69,77,79,76,55,52,15,15,11,5,59,82,83,"#Distance Shooter, #Crosser, #FK Specialist",http://dbpedia.org/resource/Gareth_Bale
Marcelo,"Marcelo Vieira da Silva Júnior",84,73,73,81,63,89,84,67,77,91,81,78,81,74,76,78,59,77,79,12,5,5,5,80,76,83,#Dribbler,"http://dbpedia.org/resource/Marcelo_(footballer,_born_1988)"
"R. Nainggolan","Radja Nainggolan",73,75,59,85,75,83,73,68,82,84,71,71,86,89,75,80,63,86,90,11,11,14,8,86,74,83,"#Engine, #Distance Shooter, #Tackling, #Tactician",http://dbpedia.org/resource/Radja_Nainggolan
"E. Banega","Éver Maximiliano David Banega",80,71,55,85,65,83,83,81,84,84,65,61,76,69,67,85,78,77,76,13,8,7,7,79,56,83,,http://dbpedia.org/resource/Éver_Banega
"E. Džeko","Edin Džeko",63,88,83,77,77,76,65,54,72,85,61,58,86,70,81,75,67,28,16,9,11,13,15,50,64,83,#Poacher,http://dbpedia.org/resource/Edin_Džeko
"A. Vidal","Arturo Erasmo Vidal Pardo",76,75,81,81,78,76,76,68,80,82,66,65,84,86,83,81,81,86,83,4,2,4,2,84,82,83,#Engine,http://dbpedia.org/resource/Arturo_Vidal
"Yuri Berchiche","Yuri Berchiche Izeta",82,61,75,82,59,72,80,55,72,80,82,84,80,86,80,66,59,80,77,12,13,9,8,82,85,83,,http://dbpedia.org/resource/Yuri_Berchiche
Fernando,"Fernando Francisco Reges",62,54,74,83,56,71,65,53,78,78,66,66,76,82,81,74,54,83,81,7,5,9,3,85,76,83,,"http://dbpedia.org/resource/Fernando_(footballer,_born_1987)"
"K. Trippier","Kieran Trippier",86,48,74,80,58,74,86,82,79,83,74,72,75,88,64,80,66,83,81,11,14,8,11,79,76,83,#Crosser,http://dbpedia.org/resource/Kieran_Trippier
Oscar,"Oscar dos Santos Emboaba Júnior",81,78,59,86,72,81,77,78,85,83,83,73,80,84,58,80,70,56,52,12,10,15,12,49,75,83,#Acrobat,"http://dbpedia.org/resource/Oscar_(footballer,_born_1991)"
"K. Trapp","Kevin Trapp",13,13,11,25,12,10,14,12,12,24,45,52,59,45,73,46,17,14,10,82,78,79,83,22,75,83,,http://dbpedia.org/resource/Kevin_Trapp
Coutinho,"Philippe Coutinho Correia",79,76,48,82,78,89,90,86,78,89,77,68,82,74,51,83,70,54,47,12,7,9,14,49,58,83,"#Dribbler, #FK Specialist, #Acrobat",http://dbpedia.org/resource/Philippe_Coutinho
Muniain,"Iker Muniain Goñi",79,79,43,84,68,87,82,69,70,86,83,79,70,74,49,83,61,55,38,10,5,5,13,45,72,83,"#Dribbler, #Acrobat",http://dbpedia.org/resource/Iker_Muniain
"L. Hrádecký","Lukáš Hrádecký",11,11,11,30,9,10,11,15,33,20,38,44,52,34,55,53,20,10,13,85,78,69,83,18,69,83,,http://dbpedia.org/resource/Lukáš_Hrádecký
"A. Lacazette","Alexandre Lacazette",68,83,75,79,79,84,74,74,70,85,77,75,87,77,75,78,76,51,32,11,6,9,5,42,76,83,,http://dbpedia.org/resource/Alexandre_Lacazette
Aitor,"Aitor Fernández Abarisketa",30,12,20,38,15,22,34,14,35,14,58,53,56,42,48,48,24,13,12,84,78,74,81,24,82,83,,"http://dbpedia.org/resource/Aitor_Fernández_(footballer,_born_1991)"
"W. Zaha","Wilfried Zaha",76,77,47,75,64,90,63,51,65,86,88,92,81,75,77,76,72,34,32,15,10,15,11,32,58,83,"#Speedster, #Dribbler",http://dbpedia.org/resource/Wilfried_Zaha
"C. Aránguiz","Charles Mariano Aránguiz Sandoval",78,66,53,85,68,79,75,76,84,83,71,51,78,85,64,81,76,74,72,15,7,12,8,85,61,83,,http://dbpedia.org/resource/Charles_Aránguiz
"F. Acerbi","Francesco Acerbi",25,37,82,75,39,65,62,56,79,72,66,59,75,83,86,65,72,87,85,11,9,9,13,86,67,83,"#Tackling, #Tactician, #Strength, #Complete Defender",http://dbpedia.org/resource/Francesco_Acerbi
Allan,"Allan Marques Loureiro",70,74,59,84,56,82,65,49,79,83,77,69,73,92,78,80,53,88,86,13,13,5,5,88,67,83,"#Tackling, #Tactician","http://dbpedia.org/resource/Allan_(footballer,_born_1991)"
"Lucas Moura","Lucas Rodrigues Moura da Silva",73,79,62,74,72,88,71,70,70,85,95,89,80,75,58,70,74,43,44,9,10,14,7,50,92,83,"#Speedster, #Dribbler, #Acrobat",http://dbpedia.org/resource/Lucas_Moura
"T. Hazard","Thorgan Hazard",81,76,39,82,80,86,83,81,73,84,86,83,78,80,65,83,81,46,48,6,9,7,7,63,60,83,"#Dribbler, #Acrobat",http://dbpedia.org/resource/Thorgan_Hazard
Portu,"Cristian Portugués Manzanera",80,82,77,83,72,84,80,64,79,81,90,90,82,89,73,82,53,61,59,14,10,15,15,55,75,83,"#Speedster, #Engine",http://dbpedia.org/resource/Portu
Jorginho,"Luiz Frello Filho Jorge",75,60,56,89,71,79,75,76,88,85,61,50,71,85,66,87,91,80,71,14,7,13,14,78,58,83,#Playmaker,"http://dbpedia.org/resource/Jorginho_(footballer,_born_December_1991)"
"Gerard Moreno","Gerard Moreno Balagueró",78,88,81,79,80,81,75,62,73,82,75,77,81,76,75,76,75,41,41,15,12,7,12,42,76,83,"#Clinical Finisher",http://dbpedia.org/resource/Gerard_Moreno
Rafa,"Rafael Alexandre Fernandes Ferreira da Silva",78,74,46,77,68,88,78,56,62,85,93,94,75,77,40,78,59,47,39,9,11,11,12,58,64,83,"#Speedster, #Dribbler, #Acrobat",http://dbpedia.org/resource/Rafa_Silva
"M. Dúbravka","Martin Dúbravka",12,10,12,48,11,19,15,13,45,35,49,44,61,40,60,55,20,15,14,79,80,81,82,25,75,83,,http://dbpedia.org/resource/Martin_Dúbravka
"M. Acuña","Marcos Javier Acuña",87,66,57,81,68,87,88,75,78,87,77,75,82,90,80,82,76,82,79,8,14,13,13,78,63,83,"#Dribbler, #Engine, #Crosser",http://dbpedia.org/resource/Marcos_Acuña
Reguilón,"Sergio Reguilón Rodríguez",79,52,75,79,49,78,70,43,67,81,82,87,62,80,65,68,42,79,78,11,14,9,5,79,66,82,,http://dbpedia.org/resource/Sergio_Reguilón
Fabián,"Fabián Ruiz Peña",72,79,67,81,67,85,75,59,81,85,67,60,75,75,67,84,67,78,75,16,11,7,13,77,46,82,,http://dbpedia.org/resource/Fabián_Ruiz
"Rúben Neves","Rúben Diogo da Silva Neves",78,66,53,86,82,76,85,84,87,82,63,60,86,78,67,86,76,75,70,16,12,10,8,77,67,82,#Playmaker,http://dbpedia.org/resource/Rúben_Neves
"G. Lo Celso","Giovani Lo Celso",78,76,57,83,69,85,82,77,83,86,76,77,82,78,70,85,65,70,66,10,7,10,15,70,61,82,,http://dbpedia.org/resource/Giovani_Lo_Celso
"A. Areola","Alphonse Areola",20,19,14,48,16,12,16,16,37,22,56,54,60,38,80,51,25,18,12,85,79,80,78,23,72,82,,http://dbpedia.org/resource/Alphonse_Areola
Kepa,"Kepa Arrizabalaga Revuelta",25,11,18,51,18,10,25,19,52,33,34,33,64,37,51,57,24,18,16,81,82,85,79,21,71,82,,http://dbpedia.org/resource/Kepa_Arrizabalaga
"M. Maignan","Mike Maignan",18,13,17,36,16,22,14,16,27,24,47,46,62,39,78,50,15,12,19,80,80,82,82,24,72,82,,http://dbpedia.org/resource/Mike_Maignan
"Marco Asensio","Marco Asensio Willemsen",81,77,57,81,79,84,83,76,80,86,79,79,86,76,61,81,62,42,39,13,9,6,12,45,58,82,,http://dbpedia.org/resource/Marco_Asensio
"K. Laimer","Konrad Laimer",78,69,69,84,60,79,70,47,79,79,83,86,72,89,69,77,54,79,75,9,12,12,13,84,73,82,,http://dbpedia.org/resource/Konrad_Laimer
"H. Maguire","Harry Maguire",51,48,86,78,47,71,44,46,82,76,47,53,68,76,90,71,44,83,79,14,16,9,14,83,84,82,"#Aerial Threat, #Strength",http://dbpedia.org/resource/Harry_Maguire
"Anderson Talisca","Anderson Souza Conceição",75,80,77,84,76,82,86,87,82,84,84,76,84,82,75,79,75,55,42,13,11,13,12,52,65,82,"#FK Specialist",http://dbpedia.org/resource/Talisca
"A. Correa","Ángel Martín Correa",74,82,67,77,79,87,82,65,65,87,86,82,80,79,64,80,55,53,44,13,10,9,8,48,49,82,"#Dribbler, #Acrobat",http://dbpedia.org/resource/Ángel_Correa
"G. Rulli","Gerónimo Rulli",12,15,12,32,16,14,19,20,23,15,56,52,58,42,73,58,24,13,17,85,78,77,78,21,65,82,,http://dbpedia.org/resource/Gerónimo_Rulli
"N. Pépé","Nicolas Pépé",78,77,57,74,70,85,79,79,67,81,88,90,80,79,68,80,85,27,25,11,14,11,6,28,68,82,#Acrobat,http://dbpedia.org/resource/Nicolas_Pépé
"Marcos Llorente","Marcos Llorente Moreno",73,74,67,84,62,82,73,58,82,83,79,88,75,86,81,80,64,80,74,13,6,6,11,82,66,82,#Engine,http://dbpedia.org/resource/Marcos_Llorente
"M. Perin","Mattia Perin",11,11,12,33,19,19,15,13,31,23,57,56,53,30,52,44,21,12,19,82,82,71,79,19,75,82,,http://dbpedia.org/resource/Mattia_Perin
"E. Can","Emre Can",71,76,81,84,71,82,77,64,83,79,66,81,85,88,86,79,60,86,80,14,8,8,13,84,87,82,#Strength,http://dbpedia.org/resource/Emre_Can
"David Soria","David Soria Solís",15,19,24,24,19,16,23,11,33,19,49,34,54,43,75,45,23,13,13,83,81,72,81,18,61,82,,http://dbpedia.org/resource/David_Soria
Morata,"Álvaro Borja Morata Martín",73,83,86,78,80,83,76,44,51,83,75,84,80,77,80,76,75,14,20,4,5,4,4,24,84,82,,http://dbpedia.org/resource/Álvaro_Morata
"Gabriel Paulista","Gabriel Armando de Abreu",67,42,81,80,48,60,57,46,74,69,69,68,61,80,82,65,51,83,82,15,6,15,15,87,83,82,#Tactician,http://dbpedia.org/resource/Gabriel_Paulista
"L. Ocampos","Lucas Ariel Ocampos",79,85,77,80,81,84,80,65,72,84,80,83,84,91,81,79,79,61,55,11,8,15,12,72,80,82,#Engine,http://dbpedia.org/resource/Lucas_Ocampos
"M. Ginter","Matthias Ginter",68,55,84,78,53,61,44,42,71,74,54,66,74,74,83,69,67,86,77,12,10,6,8,84,69,82,,http://dbpedia.org/resource/Matthias_Ginter
"D. Djené","Djené Dakonam Ortega",60,29,77,75,22,50,51,48,69,71,73,71,67,74,80,42,41,86,83,7,15,7,10,85,79,82,,http://dbpedia.org/resource/Djené
"G. Buffon","Gianluigi Buffon",13,15,13,37,17,26,20,13,35,28,37,30,56,34,69,50,22,11,11,77,76,74,91,28,71,82,,http://dbpedia.org/resource/Gianluigi_Buffon
"Raúl Albiol","Raúl Albiol Tortajada",38,27,77,74,31,59,53,45,72,71,48,43,65,56,81,64,37,87,85,8,6,5,9,86,76,82,"#Tackling, #Tactician",http://dbpedia.org/resource/Raúl_Albiol
"D. Payet","Dimitri Payet",85,78,59,84,77,86,85,82,81,85,72,69,80,70,71,85,82,39,39,11,15,9,14,37,42,82,#Dribbler,http://dbpedia.org/resource/Dimitri_Payet
"Sergio Asenjo","Sergio Asenjo Andrés",24,14,13,39,15,15,23,22,39,14,59,54,58,41,73,46,15,15,14,84,82,77,80,22,73,82,,http://dbpedia.org/resource/Sergio_Asenjo
Willian,"Willian Borges da Silva",76,77,31,80,59,88,83,84,77,82,86,78,84,77,59,83,79,57,51,14,12,13,7,55,32,82,"#Dribbler, #Acrobat","http://dbpedia.org/resource/Willian_(footballer,_born_1988)"
"F. Muslera","Néstor Fernando Muslera Micol",15,10,12,44,10,25,14,10,47,27,60,62,56,45,68,62,24,16,16,84,76,75,82,23,84,82,,http://dbpedia.org/resource/Fernando_Muslera
"J. Boateng","Jérôme Boateng",69,34,84,77,52,64,53,31,84,70,64,75,78,60,88,73,46,87,84,7,12,15,6,77,73,82,#Strength,http://dbpedia.org/resource/Jérôme_Boateng
Canales,"Sergio Canales Madrazo",79,82,46,83,63,83,82,81,82,84,78,78,78,76,68,87,74,71,55,15,12,16,13,77,39,82,,http://dbpedia.org/resource/Sergio_Canales
"D. Blind","Daley Blind",80,62,76,84,66,75,84,62,83,84,59,49,74,77,72,78,54,84,80,12,9,10,14,87,73,82,#Tactician,http://dbpedia.org/resource/Daley_Blind
"Mário Fernandes","Mário Figueira Fernandes",76,56,72,82,58,80,66,39,71,79,79,84,71,87,75,73,53,81,83,12,13,14,13,76,84,82,,http://dbpedia.org/resource/Mário_Fernandes
Neto,"Norberto Murara Neto",11,15,14,36,12,19,12,13,41,24,56,52,59,41,63,42,22,14,15,84,79,78,79,15,83,82,,"http://dbpedia.org/resource/Neto_(footballer,_born_1989)"
Rodrigo,"Rodrigo Moreno Machado",77,80,80,81,77,81,83,67,58,82,90,91,82,75,69,81,77,41,40,7,13,10,11,31,77,82,#Speedster,"http://dbpedia.org/resource/Rodrigo_(footballer,_born_1991)"
"J. Rodríguez","James David Rodríguez Rubio",90,84,62,83,90,86,89,86,81,90,55,52,86,65,64,83,81,41,44,15,15,15,5,55,46,82,"#Dribbler, #Distance Shooter, #Crosser, #FK Specialist",http://dbpedia.org/resource/James_Rodríguez
"Danilo Pereira","Danilo Luís Hélio Pereira",58,57,76,83,55,75,54,53,80,78,63,68,74,84,89,72,57,83,68,9,7,13,14,81,62,82,#Strength,http://dbpedia.org/resource/Danilo_Pereira_(footballer)
"A. Marchesín","Agustín Federico Marchesín",18,14,11,37,15,24,16,15,34,20,55,52,57,38,59,65,14,15,15,82,78,76,81,15,75,82,,http://dbpedia.org/resource/Agustín_Marchesín
"T. Vaclík","Tomáš Vaclík",15,14,19,17,13,14,17,16,38,20,36,37,57,38,73,68,13,18,18,82,76,76,81,23,73,82,,http://dbpedia.org/resource/Tomáš_Vaclík
"F. Thauvin","Florian Thauvin",82,79,72,83,75,82,84,72,76,84,84,80,83,81,66,80,78,29,31,8,11,14,10,42,78,82,,http://dbpedia.org/resource/Florian_Thauvin
"Y. Carrasco","Yannick Ferreira Carrasco",76,81,53,76,68,86,81,79,73,82,90,91,85,76,59,69,81,39,26,9,11,9,10,18,71,82,"#Speedster, #Acrobat",http://dbpedia.org/resource/Yannick_Carrasco
"Q. Promes","Quincy Anton Promes",81,81,66,79,69,83,75,76,73,81,87,90,82,82,64,82,74,48,40,10,13,6,7,38,79,82,,http://dbpedia.org/resource/Quincy_Promes
"R. Gosens","Robin Gosens",82,77,78,80,71,78,70,58,77,79,84,82,76,86,76,77,50,78,79,7,16,15,16,77,91,82,#Engine,http://dbpedia.org/resource/Robin_Gosens
"João Félix","João Félix Sequeira",73,82,69,77,80,83,81,64,67,83,79,83,82,75,64,78,68,42,35,13,12,14,13,38,79,81,,http://dbpedia.org/resource/João_Félix
"A. Davies","Alphonso Davies",73,67,64,77,59,85,67,44,58,79,96,96,71,79,74,68,60,77,79,11,11,6,5,76,77,81,#Speedster,http://dbpedia.org/resource/Alphonso_Davies
"H. Aouar","Houssem Aouar",68,76,59,85,68,85,80,70,80,85,78,74,73,76,67,84,71,68,58,14,6,11,7,69,64,81,,http://dbpedia.org/resource/Houssem_Aouar
Cucurella,"Marc Cucurella Saseta",80,67,57,81,55,79,78,48,79,80,80,81,73,88,66,78,47,78,77,13,7,9,10,73,77,81,,http://dbpedia.org/resource/Marc_Cucurella
"Ferran Torres","Ferran Torres García",77,77,70,80,72,82,71,48,78,79,88,77,76,73,66,86,66,24,28,12,9,11,15,34,75,81,,http://dbpedia.org/resource/Ferran_Torres
Richarlison,"Richarlison de Andrade",73,82,81,77,74,84,74,65,61,80,79,86,82,82,77,74,75,52,46,12,7,8,11,40,83,81,,http://dbpedia.org/resource/Richarlison
"M. Diaby","Moussa Diaby",74,71,28,79,63,87,66,41,73,80,96,90,73,69,44,77,42,39,46,8,9,8,8,48,62,81,"#Speedster, #Dribbler, #Acrobat",http://dbpedia.org/resource/Moussa_Diaby
"Gonçalo Guedes","Gonçalo Manuel Ganchinho Guedes",78,76,60,77,71,83,76,70,69,80,85,88,84,73,68,77,69,34,30,9,12,11,9,50,63,81,,http://dbpedia.org/resource/Gonçalo_Guedes
"C. Pulisic","Christian Pulisic",72,72,50,77,70,86,69,58,59,83,91,87,77,77,54,78,61,32,47,8,12,13,16,33,79,81,#Dribbler,http://dbpedia.org/resource/Christian_Pulisic
"Rúben Dias","Rúben dos Santos Gato Alves Dias",34,29,82,73,30,57,33,26,72,62,63,67,74,86,80,40,45,84,81,7,8,13,7,82,78,81,,http://dbpedia.org/resource/Rúben_Dias
"Renan Lodi","Renan Augusto Lodi dos Santos",81,64,68,76,59,81,81,57,75,81,85,83,76,84,69,73,54,77,78,12,7,11,10,76,76,81,,http://dbpedia.org/resource/Renan_Lodi
Everton,"Everton Sousa Soares",74,76,45,75,71,87,76,56,67,81,89,84,75,75,60,75,64,33,29,13,16,15,14,36,61,81,"#Dribbler, #Acrobat",http://dbpedia.org/resource/Everton_Soares
"A. Cragno","Alessio Cragno",15,12,12,26,13,13,11,12,25,21,41,37,52,43,55,42,31,11,12,84,78,69,76,19,74,81,,http://dbpedia.org/resource/Alessio_Cragno
"M. Dembélé","Moussa Dembélé",50,85,81,72,72,75,69,41,48,77,78,84,82,85,85,69,76,14,16,7,13,11,10,22,85,81,,http://dbpedia.org/resource/Moussa_Dembélé_(French_footballer)
"T. Lemar","Thomas Lemar",83,75,54,81,76,84,85,81,75,85,81,79,79,74,54,81,68,59,63,11,15,13,7,66,69,81,,http://dbpedia.org/resource/Thomas_Lemar
"J. Maddison","James Maddison",81,72,35,84,70,81,85,84,82,84,76,74,82,75,49,88,74,65,42,11,14,14,12,44,54,81,,http://dbpedia.org/resource/James_Maddison
"L. Torreira","Lucas Torreira Di Pascua",71,61,59,80,65,77,70,72,75,79,76,72,78,83,67,74,48,83,77,5,5,13,7,83,52,81,,http://dbpedia.org/resource/Lucas_Torreira
"P. Kimpembe","Presnel Kimpembe",62,31,78,79,33,60,50,32,75,78,72,74,55,80,84,60,50,84,81,7,8,14,15,83,78,81,,http://dbpedia.org/resource/Presnel_Kimpembe
"B. Pavard","Benjamin Pavard",77,43,82,78,70,68,63,51,79,77,68,69,71,79,75,66,51,79,81,9,7,15,7,84,86,81,,http://dbpedia.org/resource/Benjamin_Pavard
"B. Mendy","Benjamin Mendy",87,39,65,80,38,79,80,44,69,78,75,84,79,75,79,76,50,79,80,7,7,9,15,78,71,81,#Crosser,http://dbpedia.org/resource/Benjamin_Mendy
"J. Pickford","Jordan Pickford",17,19,15,55,20,14,18,16,56,40,53,44,65,45,70,68,45,20,12,81,77,87,77,24,77,81,,http://dbpedia.org/resource/Jordan_Pickford
"A. Milik","Arkadiusz Milik",58,88,80,66,78,76,74,84,62,81,65,70,86,67,79,60,79,34,32,9,16,16,15,36,63,81,"#Poacher, #Clinical Finisher",http://dbpedia.org/resource/Arkadiusz_Milik
Jonny,"Jonathan Castro Otto",78,49,69,76,44,76,66,54,64,77,76,78,68,82,59,68,46,81,80,7,10,12,10,79,76,81,,http://dbpedia.org/resource/Jonny_(footballer)
"J. Correa","Carlos Joaquín Correa",74,77,68,81,75,88,81,63,74,86,81,86,79,76,74,78,57,37,26,11,10,7,8,36,63,81,,http://dbpedia.org/resource/Joaquín_Correa
"Iñaki Williams","Iñaki Williams Arthuer",76,79,73,74,74,81,76,53,66,76,93,94,85,83,82,73,64,34,29,14,15,14,10,21,88,81,#Speedster,http://dbpedia.org/resource/Iñaki_Williams
"D. Sánchez","Davinson Sánchez Mina",36,40,80,74,28,63,30,27,67,71,68,79,66,73,83,49,44,83,86,9,7,10,6,81,75,81,,http://dbpedia.org/resource/Davinson_Sánchez
"A. Rüdiger","Antonio Rüdiger",68,32,81,75,34,60,35,56,72,69,63,76,72,68,82,57,40,85,82,14,15,10,12,80,77,81,,http://dbpedia.org/resource/Antonio_Rüdiger
"S. Haller","Sébastien Haller",42,84,86,74,83,74,57,46,48,80,64,74,81,72,89,75,91,61,55,6,7,14,7,36,80,81,,http://dbpedia.org/resource/Sébastien_Haller
"Paco Alcácer","Francisco Alcácer García",53,85,78,78,85,78,85,85,51,82,79,77,82,62,63,67,71,24,22,12,14,14,8,26,67,81,#Poacher,http://dbpedia.org/resource/Paco_Alcácer
"E. Andrada","Esteban Maximiliano Andrada",15,14,13,37,18,16,14,15,38,23,45,44,62,45,62,53,19,20,14,77,79,82,82,25,57,81,,http://dbpedia.org/resource/Esteban_Andrada
"J. Martínez","Josef Alexander Martínez",53,85,77,69,75,76,68,57,55,79,87,90,84,72,78,58,79,20,15,12,14,14,12,20,90,81,#Acrobat,http://dbpedia.org/resource/Josef_Martínez
"M. Lazzari","Manuel Lazzari",83,67,44,77,59,82,68,58,75,81,91,87,53,86,56,77,55,53,48,14,6,11,5,55,39,81,#Engine,http://dbpedia.org/resource/Manuel_Lazzari
Iniesta,"Andrés Iniesta Luján",75,69,54,90,79,85,80,70,83,90,61,56,67,58,62,93,71,57,56,6,13,6,13,70,40,81,#Playmaker,http://dbpedia.org/resource/Andrés_Iniesta
"A. Gignac","André-Pierre Gignac",72,85,79,75,79,76,77,70,70,76,69,66,84,71,91,76,80,41,23,10,15,14,11,51,72,81,"#Poacher, #Strength, #Complete Forward",http://dbpedia.org/resource/André-Pierre_Gignac
"S. Mignolet","Simon Luc Hildebert Mignolet",11,11,16,37,16,14,16,12,34,26,50,52,57,31,72,43,41,14,16,80,75,76,84,21,69,81,,http://dbpedia.org/resource/Simon_Mignolet
Marcano,"Iván Marcano Sierra",49,43,83,75,34,54,39,37,68,64,64,65,65,71,75,48,45,83,80,8,16,7,14,84,91,81,,http://dbpedia.org/resource/Iván_Marcano
"Javi Martínez","Javier Martínez Aginaga",58,43,85,77,58,61,46,45,75,72,34,39,76,67,83,74,52,84,84,5,12,9,11,84,81,81,,http://dbpedia.org/resource/Javi_Martínez
